column_name,info
aira_me_no,"{'data_type': 'category_int', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2], 'category_count': 2}}"
aira_me,"{'data_type': 'category_int', 'value_range': {'null_count': 2, 'null_percentage': 0.01, 'category_values': [1, 2], 'category_count': 2}}"
aira_na_no,"{'data_type': 'category_int', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2], 'category_count': 2}}"
aira_na,"{'data_type': 'category_int', 'value_range': {'null_count': 19796, 'null_percentage': 99.8, 'category_values': [1, 2], 'category_count': 2}}"
aira_sas_hz,"{'data_type': 'category_int', 'value_range': {'null_count': 15552, 'null_percentage': 78.4, 'category_values': [1, 2], 'category_count': 2}}"
aira_sas,"{'data_type': 'category_int', 'value_range': {'null_count': 16685, 'null_percentage': 84.11, 'category_values': [1, 2], 'category_count': 2}}"
aira_sas_now,"{'data_type': 'category_int', 'value_range': {'null_count': 19779, 'null_percentage': 99.71, 'category_values': [1], 'category_count': 1}}"
aira_tro,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
aira_lro,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
aira_zg,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[1]', '[2]', '[]'], 'category_count': 3}}"
aira_zg_zw,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[3]', '[]'], 'category_count': 2}}"
aira_zg_nz,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[3]', '[]'], 'category_count': 2}}"
aira_rog,"{'data_type': 'category_int', 'value_range': {'null_count': 19812, 'null_percentage': 99.88, 'category_values': [1, 2, 3], 'category_count': 3}}"
mzjz_scmzrq,"{'data_type': 'text', 'value_range': {'null_count': 13057, 'null_percentage': 65.82, 'description': 'not applicable'}}"
mzjz_ssfs,"{'data_type': 'text', 'value_range': {'null_count': 8891, 'null_percentage': 44.82, 'description': 'not applicable'}}"
mzjz_qita,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
spdg_kxlsj,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
spdg_knkx,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
spdg_knkx_fhl_date,"{'data_type': 'category_int', 'value_range': {'null_count': 19768, 'null_percentage': 99.66, 'category_values': [1, 2, 3], 'category_count': 3}}"
spdg_knkx_aspl_date,"{'data_type': 'category_int', 'value_range': {'null_count': 19624, 'null_percentage': 98.93, 'category_values': [1, 2, 3], 'category_count': 3}}"
spdg_knkx_lbgl_date,"{'data_type': 'category_int', 'value_range': {'null_count': 19682, 'null_percentage': 99.22, 'category_values': [1, 2, 3], 'category_count': 3}}"
spdg_asthma_glu,"{'data_type': 'category_int', 'value_range': {'null_count': 2, 'null_percentage': 0.01, 'category_values': [1, 2], 'category_count': 2}}"
spdg_dayhmyz,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[]'], 'category_count': 1}}"
spdg_dayhmyz_byj_date,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
spdg_dayhmyz_xflm_date,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
spdg_dayhmyz_tlst_date,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
spdg_ywly,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[4]', '[]'], 'category_count': 2}}"
spdg_zlzl,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[1,2]', '[1]', '[2]', '[]'], 'category_count': 4}}"
gz_is,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
gz_baolu,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[]'], 'category_count': 1}}"
gz_linchuang,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[]'], 'category_count': 1}}"
gz_hesuan,"{'data_type': 'category_int', 'value_range': {'null_count': 19735, 'null_percentage': 99.49, 'category_values': [1], 'category_count': 1}}"
gz_kangti,"{'data_type': 'category_int', 'value_range': {'null_count': 19835, 'null_percentage': 99.99, 'category_values': [1], 'category_count': 1}}"
gz_jiancha,"{'data_type': 'category_text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': ['[]'], 'category_count': 1}}"
other_text,"{'data_type': 'text', 'value_range': {'null_count': 17425, 'null_percentage': 87.85, 'description': 'not applicable'}}"
lck_os_is,"{'data_type': 'category_int', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2], 'category_count': 2}}"
lck_os_date,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
lck_alb,"{'data_type': 'float', 'value_range': {'null_count': 6491, 'null_percentage': 32.72, 'min': 12.6, 'max': 58.7, 'mean': 42.97111952041964, 'median': 43.6}}"
lck_ast,"{'data_type': 'float', 'value_range': {'null_count': 6493, 'null_percentage': 32.73, 'min': 0.82, 'max': 1314.0, 'mean': 27.64618301731245, 'median': 21.0}}"
lck_alt,"{'data_type': 'float', 'value_range': {'null_count': 6493, 'null_percentage': 32.73, 'min': 0.9, 'max': 1731.0, 'mean': 27.05369856853781, 'median': 18.0}}"
lck_tb,"{'data_type': 'float', 'value_range': {'null_count': 6495, 'null_percentage': 32.74, 'min': 0.7, 'max': 507.9, 'mean': 14.44295854883442, 'median': 10.9}}"
lck_k,"{'data_type': 'float', 'value_range': {'null_count': 7395, 'null_percentage': 37.28, 'min': 2.63, 'max': 7.37, 'mean': 4.045999517723656, 'median': 4.02}}"
lck_creat,"{'data_type': 'float', 'value_range': {'null_count': 6505, 'null_percentage': 32.79, 'min': 12.0, 'max': 1947.0, 'mean': 77.17766109069088, 'median': 68.0}}"
lck_bs,"{'data_type': 'float', 'value_range': {'null_count': 6641, 'null_percentage': 33.48, 'min': 1.79, 'max': 37.52, 'mean': 5.508316786661614, 'median': 5.03}}"
lck_hba1c,"{'data_type': 'unknown', 'value_range': {'range': 'empty'}}"
lck_probnp,"{'data_type': 'text', 'value_range': {'null_count': 16989, 'null_percentage': 85.65, 'description': 'not applicable'}}"
lck_wbc,"{'data_type': 'float', 'value_range': {'null_count': 5912, 'null_percentage': 29.8, 'min': 0.04, 'max': 41.43, 'mean': 6.43518313702959, 'median': 5.9}}"
lck_linba,"{'data_type': 'float', 'value_range': {'null_count': 5918, 'null_percentage': 29.83, 'min': 0.02, 'max': 16.31, 'mean': 1.8042182784882885, 'median': 1.63}}"
lck_hct,"{'data_type': 'float', 'value_range': {'null_count': 5904, 'null_percentage': 29.76, 'min': 23.0, 'max': 240.0, 'mean': 129.09268590295721, 'median': 131.0}}"
lck_pla,"{'data_type': 'text', 'value_range': {'null_count': 5908, 'null_percentage': 29.78, 'description': 'not applicable'}}"
lck_pt,"{'data_type': 'text', 'value_range': {'null_count': 6742, 'null_percentage': 33.99, 'description': 'not applicable'}}"
lck_abo,"{'data_type': 'category_int', 'value_range': {'null_count': 5, 'null_percentage': 0.03, 'category_values': [1, 2, 3, 4, 5], 'category_count': 5}}"
lck_aptt,"{'data_type': 'text', 'value_range': {'null_count': 6785, 'null_percentage': 34.21, 'description': 'not applicable'}}"
lck_rh,"{'data_type': 'category_int', 'value_range': {'null_count': 5, 'null_percentage': 0.03, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_inr,"{'data_type': 'text', 'value_range': {'null_count': 6752, 'null_percentage': 34.04, 'description': 'not applicable'}}"
lck_jgdb,"{'data_type': 'text', 'value_range': {'null_count': 16852, 'null_percentage': 84.96, 'description': 'not applicable'}}"
lck_jgsy,"{'data_type': 'text', 'value_range': {'null_count': 18772, 'null_percentage': 94.64, 'description': 'not applicable'}}"
lck_sx_is,"{'data_type': 'category_int', 'value_range': {'null_count': 5, 'null_percentage': 0.03, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hivcom,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_tpclia,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_trust,"{'data_type': 'category_int', 'value_range': {'null_count': 19, 'null_percentage': 0.1, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_ahcv,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hbsag,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hbsab,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hbeag,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hbeab,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
lck_hbcab,"{'data_type': 'category_int', 'value_range': {'null_count': 4, 'null_percentage': 0.02, 'category_values': [1, 2, 3], 'category_count': 3}}"
zh_ara_asa,"{'data_type': 'category_int', 'value_range': {'null_count': 537, 'null_percentage': 2.71, 'category_values': [1, 2, 3, 4, 5], 'category_count': 5}}"
zh_ara_e,"{'data_type': 'category_int', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2], 'category_count': 2}}"
zh_sra_bu,"{'data_type': 'category_list[int]', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], 'category_count': 12}}"
zh_sra_tos,"{'data_type': 'category_list[int]', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2, 3, 5], 'category_count': 4}}"
zh_sra_eot,"{'data_type': 'category_int', 'value_range': {'null_count': 8167, 'null_percentage': 41.17, 'category_values': [1, 2, 3], 'category_count': 3}}"
zh_sra_sxl,"{'data_type': 'text', 'value_range': {'null_count': 91, 'null_percentage': 0.46, 'description': 'not applicable'}}"
zh_sra_ebl,"{'data_type': 'category_int', 'value_range': {'null_count': 8174, 'null_percentage': 41.21, 'category_values': [1, 2, 3], 'category_count': 3}}"
zh_sra_sm,"{'data_type': 'category_int', 'value_range': {'null_count': 8203, 'null_percentage': 41.35, 'category_values': [1, 2], 'category_count': 2}}"
zh_sra_mzjh,"{'data_type': 'category_list[int]', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'category_values': [1, 2, 3, 4, 5], 'category_count': 5}}"
zh_zt_apply,"{'data_type': 'category_int', 'value_range': {'null_count': 10526, 'null_percentage': 53.07, 'category_values': [1, 2], 'category_count': 2}}"
zh_zt_hbz,"{'data_type': 'text', 'value_range': {'null_count': 0, 'null_percentage': 0.0, 'description': 'not applicable'}}"
zh_zt_gms,"{'data_type': 'text', 'value_range': {'null_count': 19468, 'null_percentage': 98.14, 'description': 'not applicable'}}"
zh_zt_sx,"{'data_type': 'category_int', 'value_range': {'null_count': 16473, 'null_percentage': 83.05, 'category_values': [1, 2], 'category_count': 2}}"
zh_zt_type,"{'data_type': 'text', 'value_range': {'null_count': 16498, 'null_percentage': 83.17, 'description': 'not applicable'}}"
zh_sra_yy,"{'data_type': 'category_int', 'value_range': {'null_count': 11208, 'null_percentage': 56.5, 'category_values': [1, 2, 3], 'category_count': 3}}"
